"POLVIEWS","EQWLTH","SPKATH","COLATH","LIBATH","SPKRAC","COLRAC","LIBRAC","SPKCOM","COLCOM","LIBCOM","SPKMIL","COLMIL","LIBMIL","SPKHOMO","COLHOMO","LIBHOMO","CAPPUN","GUNLAW","OBEY","POPULAR","THNKSELF","WORKHARD","HELPOTH","ABDEFECT","ABNOMORE","ABHLTH","ABPOOR","ABRAPE","ABANY","POLHITOK","POLABUSE","POLMURDR","POLESCAP","POLATTAK","HELPPOOR","HELPNOT","HELPSICK","HELPBLK","YEAR","CLASS_","PARTYID_X1","PARTYID_X2","PARTYID_X3","PARTYID_X4","PARTYID_X5","PARTYID_X6","NATROAD_X2","NATROAD_X3","NATSOC_X2","NATSOC_X3","NATMASS_X2","NATMASS_X3","NATPARK_X2","NATPARK_X3","TAX_X2","COURTS_X2","COURTS_X3","HELPFUL_X2","HELPFUL_X3","FAIR_X2","FAIR_X3","TRUST_X2","TRUST_X3","CONFINAN_X2","CONFINAN_X3","CONBUS_X2","CONBUS_X3","CONCLERG_X2","CONCLERG_X3","CONEDUC_X2","CONEDUC_X3","CONFED_X2","CONFED_X3","CONLABOR_X2","CONLABOR_X3","CONPRESS_X2","CONPRESS_X3","CONMEDIC_X2","CONMEDIC_X3","CONTV_X2","CONTV_X3","CONJUDGE_X2","CONJUDGE_X3","CONSCI_X2","CONSCI_X3","CONLEGIS_X2","CONLEGIS_X3","CONARMY_X2","CONARMY_X3","GETAHEAD_X2","GETAHEAD_X3","XMARSEX_X2","XMARSEX_X3","HOMOSEX_X2","HOMOSEX_X3","HOMOSEX_X4"
-2.30682373657026,-1.498084214129,0.492587654217377,0.766236292246429,-0.533418881867447,0.728652530064487,-0.948660216022145,1.52162360875998,0.602767879832543,-0.728652530064487,-0.57533584563674,0.627863267069412,-1.12869142851181,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,0.571487305602097,1.26767739159028,-1.09938329767025,0.0711157548680875,0.614051244675697,-1.62212172984154,0.526164245126141,-0.921073939748657,0.329798587708632,1.10049689961122,0.511126809984473,-0.886266748783909,0.518896325357633,-0.297334387676969,-0.309613380210674,-2.01544569779478,0.265650355243914,-1.8835422300469,-1.85965707749062,-1.35509123110318,-2.18041585872155,1.40167780361143,"L2",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
-0.172933982178807,-1.498084214129,0.492587654217377,0.766236292246429,-0.533418881867447,0.728652530064487,1.05378878877394,-0.6569873746995,0.602767879832543,-0.728652530064487,-0.57533584563674,0.627863267069412,0.885704874465204,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,-1.69504980927765,0.571487305602097,-0.348807028847615,0.500446876292822,1.73829828657417,-1.53462451580788,-0.571779857018204,0.526164245126141,1.0853498908815,0.329798587708632,1.10049689961122,0.511126809984473,-0.886266748783909,0.518896325357633,-0.297334387676969,-0.309613380210674,0.49601311565666,0.265650355243914,-0.0487370135628574,-0.179085869365801,0.299035009419489,-0.524272790145961,1.40167780361143,"L2",0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1.96095577221264,-1.498084214129,0.492587654217377,-1.30467260571689,-0.533418881867447,0.728652530064487,1.05378878877394,-0.6569873746995,0.602767879832543,1.37196737642773,-0.57533584563674,0.627863267069412,0.885704874465204,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,0.571487305602097,-0.348807028847615,0.500446876292822,1.73829828657417,-0.460286635566091,-1.62212172984154,-1.89995331165146,-0.921073939748657,0.329798587708632,1.10049689961122,-1.95585025178071,-0.886266748783909,-1.92656500180647,-0.297334387676969,-0.309613380210674,-2.01544569779478,-3.76317019821829,-1.8835422300469,1.50148533875902,-1.35509123110318,-0.524272790145961,1.40167780361143,"L2",0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.24965918741549,0.0157693075171474,0.492587654217377,0.766236292246429,-0.533418881867447,0.728652530064487,1.05378878877394,-0.6569873746995,0.602767879832543,-0.728652530064487,-0.57533584563674,0.627863267069412,0.885704874465204,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,0.571487305602097,0.459435181371333,0.500446876292822,-0.762475510984954,0.614051244675697,-0.571779857018204,-1.89995331165146,-0.921073939748657,0.329798587708632,-0.908396471042461,-1.95585025178071,-0.886266748783909,0.518896325357633,-0.297334387676969,-0.309613380210674,0.49601311565666,0.265650355243914,0.868665594679162,0.661199734696609,0.299035009419489,0.303798744141835,1.40167780361143,"L2",0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.172933982178807,-0.488848533031569,0.492587654217377,0.766236292246429,-0.533418881867447,0.728652530064487,1.05378878877394,-0.6569873746995,0.602767879832543,-0.728652530064487,-0.57533584563674,0.627863267069412,0.885704874465204,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,0.571487305602097,0.459435181371333,0.500446876292822,-0.762475510984954,0.614051244675697,-0.571779857018204,0.526164245126141,-0.921073939748657,0.329798587708632,-0.908396471042461,0.511126809984473,-0.886266748783909,0.518896325357633,-0.297334387676969,-0.309613380210674,0.49601311565666,0.265650355243914,-0.0487370135628574,-1.85965707749062,0.299035009419489,-0.524272790145961,1.40167780361143,"L2",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-2.30682373657026,-1.498084214129,0.492587654217377,0.766236292246429,-0.533418881867447,0.728652530064487,1.05378878877394,-0.6569873746995,0.602767879832543,-0.728652530064487,-0.57533584563674,0.627863267069412,0.885704874465204,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,-1.69504980927765,0.571487305602097,1.26767739159028,-1.09938329767025,-0.762475510984954,-0.460286635566091,0.478562015805133,0.526164245126141,1.0853498908815,0.329798587708632,1.10049689961122,0.511126809984473,1.12797586208861,0.518896325357633,-0.297334387676969,-0.309613380210674,0.49601311565666,0.265650355243914,-0.0487370135628574,-0.179085869365801,-0.528028110841847,0.303798744141835,1.40167780361143,"L2",0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
-0.172933982178807,-1.498084214129,-2.0294611353756,-1.30467260571689,1.87411344814078,-1.37196737642773,-0.948660216022145,1.52162360875998,-1.65849497534229,1.37196737642773,1.73757207652101,0.627863267069412,-1.12869142851181,1.69643398267535,0.391817385237293,-2.0254347348733,-0.521320572306233,0.589768804744457,0.571487305602097,-1.96529144928551,0.500446876292822,1.73829828657417,-0.460286635566091,0.478562015805133,-1.89995331165146,-0.921073939748657,0.329798587708632,-0.908396471042461,-1.95585025178071,-0.886266748783909,-1.92656500180647,-0.297334387676969,-0.309613380210674,0.49601311565666,0.265650355243914,-0.0487370135628574,-0.179085869365801,-0.528028110841847,1.13187027842963,1.40167780361143,"L2",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.884230566975956,-0.488848533031569,-2.0294611353756,-1.30467260571689,-0.533418881867447,-1.37196737642773,-0.948660216022145,1.52162360875998,0.602767879832543,-0.728652530064487,-0.57533584563674,-1.59220574356276,-1.12869142851181,1.69643398267535,0.391817385237293,0.493566878649653,1.91760608175801,0.589768804744457,0.571487305602097,-0.348807028847615,0.500446876292822,-0.762475510984954,1.68838912491749,-0.571779857018204,0.526164245126141,-0.921073939748657,0.329798587708632,-0.908396471042461,-1.95585025178071,-0.886266748783909,0.518896325357633,-0.297334387676969,-0.309613380210674,0.49601311565666,0.265650355243914,-0.966139621804877,-1.01937147342821,-0.528028110841847,0.303798744141835,1.40167780361143,"L2",0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0.538362602618342,1.02500498861458,0.492587654217377,-1.30467260571689,-0.533418881867447,0.728652530064487,-0.948660216022145,-0.6569873746995,0.602767879832543,1.37196737642773,-0.57533584563674,0.627863267069412,-1.12869142851181,-0.589287593981965,0.391817385237293,-2.0254347348733,-0.521320572306233,0.589768804744457,-1.74927332628459,0.459435181371333,0.500446876292822,0.904707020721129,-1.53462451580788,-0.571779857018204,0.526164245126141,1.0853498908815,0.329798587708632,1.10049689961122,0.511126809984473,1.12797586208861,0.518896325357633,-0.297334387676969,-0.309613380210674,0.49601311565666,0.265650355243914,0.868665594679162,0.661199734696609,1.12609812968083,0.303798744141835,1.40167780361143,"L2",0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.172933982178807,-1.498084214129,-2.0294611353756,-1.30467260571689,1.87411344814078,-1.37196737642773,-0.948660216022145,1.52162360875998,-1.65849497534229,1.37196737642773,1.73757207652101,-1.59220574356276,-1.12869142851181,1.69643398267535,0.391817385237293,0.493566878649653,-0.521320572306233,-1.69504980927765,0.571487305602097,0.459435181371333,-2.69921347163331,2.57188955242721,-0.460286635566091,-1.62212172984154,0.526164245126141,-0.921073939748657,0.329798587708632,-0.908396471042461,0.511126809984473,-0.886266748783909,-1.92656500180647,-0.297334387676969,-0.309613380210674,0.49601311565666,0.265650355243914,-1.8835422300469,-1.85965707749062,-1.35509123110318,-2.18041585872155,1.40167780361143,"L1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-1.59552715177311,-0.993466373580285,-2.0294611353756,-1.30467260571689,-0.533418881867447,0.728652530064487,-0.948660216022145,-0.6569873746995,-1.65849497534229,1.37196737642773,1.73757207652101,0.627863267069412,0.885704874465204,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,0.571487305602097,1.26767739159028,-1.09938329767025,0.0711157548680875,-1.53462451580788,0.478562015805133,-1.89995331165146,-0.921073939748657,0.329798587708632,-0.908396471042461,0.511126809984473,1.12797586208861,0.518896325357633,3.36216576834726,3.22882525076846,0.49601311565666,0.265650355243914,-1.8835422300469,-0.179085869365801,-1.35509123110318,-0.524272790145961,1.40167780361143,"L2",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0.538362602618342,-0.488848533031569,-2.0294611353756,-1.30467260571689,1.87411344814078,-1.37196737642773,1.05378878877394,1.52162360875998,-1.65849497534229,1.37196737642773,1.73757207652101,-1.59220574356276,0.885704874465204,1.69643398267535,0.391817385237293,0.493566878649653,-0.521320572306233,-1.69504980927765,0.571487305602097,0.459435181371333,0.500446876292822,-0.762475510984954,0.614051244675697,-0.571779857018204,0.526164245126141,-0.921073939748657,0.329798587708632,-0.908396471042461,-1.95585025178071,1.12797586208861,0.518896325357633,-0.297334387676969,-0.309613380210674,0.49601311565666,0.265650355243914,-0.0487370135628574,-0.179085869365801,0.299035009419489,1.13187027842963,1.40167780361143,"L2",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.884230566975956,0.0157693075171474,0.492587654217377,0.766236292246429,-0.533418881867447,0.728652530064487,1.05378878877394,-0.6569873746995,0.602767879832543,-0.728652530064487,-0.57533584563674,0.627863267069412,0.885704874465204,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,-1.74927332628459,-1.96529144928551,0.500446876292822,0.0711157548680875,1.68838912491749,0.478562015805133,0.526164245126141,1.0853498908815,0.329798587708632,1.10049689961122,0.511126809984473,1.12797586208861,-1.92656500180647,-0.297334387676969,-0.309613380210674,-2.01544569779478,0.265650355243914,0.868665594679162,-0.179085869365801,1.12609812968083,-0.524272790145961,1.40167780361143,"L2",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.538362602618342,-1.498084214129,0.492587654217377,0.766236292246429,-0.533418881867447,0.728652530064487,1.05378878877394,-0.6569873746995,0.602767879832543,-0.728652530064487,-0.57533584563674,0.627863267069412,0.885704874465204,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,0.571487305602097,0.459435181371333,0.500446876292822,-0.762475510984954,0.614051244675697,-0.571779857018204,0.526164245126141,-0.921073939748657,0.329798587708632,-0.908396471042461,0.511126809984473,-0.886266748783909,-1.92656500180647,-0.297334387676969,-0.309613380210674,-2.01544569779478,0.265650355243914,-0.966139621804877,-1.85965707749062,-0.528028110841847,0.303798744141835,1.40167780361143,"L2",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
-1.59552715177311,-0.993466373580285,0.492587654217377,0.766236292246429,-0.533418881867447,-1.37196737642773,-0.948660216022145,-0.6569873746995,0.602767879832543,-0.728652530064487,-0.57533584563674,0.627863267069412,0.885704874465204,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,0.571487305602097,1.26767739159028,-1.09938329767025,-0.762475510984954,-0.460286635566091,0.478562015805133,0.526164245126141,1.0853498908815,0.329798587708632,1.10049689961122,0.511126809984473,1.12797586208861,0.518896325357633,-0.297334387676969,-0.309613380210674,0.49601311565666,0.265650355243914,-1.8835422300469,-1.85965707749062,-1.35509123110318,-2.18041585872155,1.40167780361143,"L4",1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
-0.884230566975956,-0.993466373580285,0.492587654217377,0.766236292246429,-0.533418881867447,0.728652530064487,-0.948660216022145,-0.6569873746995,0.602767879832543,-0.728652530064487,-0.57533584563674,-1.59220574356276,-1.12869142851181,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,0.571487305602097,0.459435181371333,0.500446876292822,-0.762475510984954,-0.460286635566091,0.478562015805133,0.526164245126141,1.0853498908815,0.329798587708632,1.10049689961122,0.511126809984473,1.12797586208861,0.518896325357633,-0.297334387676969,3.22882525076846,0.49601311565666,0.265650355243914,-0.966139621804877,-0.179085869365801,-0.528028110841847,0.303798744141835,1.40167780361143,"L2",1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
-0.172933982178807,-0.993466373580285,0.492587654217377,0.766236292246429,1.87411344814078,0.728652530064487,-0.948660216022145,1.52162360875998,0.602767879832543,-0.728652530064487,-0.57533584563674,0.627863267069412,-1.12869142851181,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,-1.74927332628459,-1.15704923906656,-1.09938329767025,2.57188955242721,-1.53462451580788,0.478562015805133,-1.89995331165146,-0.921073939748657,-3.03120612779335,-0.908396471042461,-1.95585025178071,-0.886266748783909,-1.92656500180647,-0.297334387676969,3.22882525076846,-2.01544569779478,-3.76317019821829,-0.0487370135628574,0.661199734696609,0.299035009419489,0.303798744141835,1.40167780361143,"L2",0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
-0.172933982178807,-0.488848533031569,0.492587654217377,0.766236292246429,-0.533418881867447,0.728652530064487,-0.948660216022145,-0.6569873746995,0.602767879832543,-0.728652530064487,-0.57533584563674,0.627863267069412,0.885704874465204,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,-1.74927332628459,-0.348807028847615,0.500446876292822,-0.762475510984954,1.68838912491749,-0.571779857018204,0.526164245126141,1.0853498908815,0.329798587708632,1.10049689961122,0.511126809984473,1.12797586208861,0.518896325357633,-0.297334387676969,-0.309613380210674,0.49601311565666,0.265650355243914,-0.0487370135628574,-0.179085869365801,-0.528028110841847,0.303798744141835,1.40167780361143,"L2",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
0.538362602618342,0.0157693075171474,0.492587654217377,0.766236292246429,-0.533418881867447,0.728652530064487,1.05378878877394,1.52162360875998,0.602767879832543,-0.728652530064487,-0.57533584563674,0.627863267069412,0.885704874465204,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,0.571487305602097,1.26767739159028,-1.09938329767025,-0.762475510984954,0.614051244675697,-0.571779857018204,0.526164245126141,1.0853498908815,0.329798587708632,1.10049689961122,0.511126809984473,1.12797586208861,0.518896325357633,3.36216576834726,-0.309613380210674,0.49601311565666,0.265650355243914,-0.0487370135628574,1.50148533875902,-1.35509123110318,-0.524272790145961,1.40167780361143,"L2",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.884230566975956,-0.993466373580285,-2.0294611353756,0.766236292246429,-0.533418881867447,-1.37196737642773,-0.948660216022145,1.52162360875998,-1.65849497534229,1.37196737642773,1.73757207652101,-1.59220574356276,-1.12869142851181,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,-1.69504980927765,0.571487305602097,-0.348807028847615,0.500446876292822,1.73829828657417,-0.460286635566091,-1.62212172984154,-1.89995331165146,-0.921073939748657,0.329798587708632,-0.908396471042461,0.511126809984473,-0.886266748783909,0.518896325357633,-0.297334387676969,-0.309613380210674,-2.01544569779478,0.265650355243914,-0.966139621804877,-1.85965707749062,-1.35509123110318,-1.35234432443376,1.40167780361143,"L2",1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
-1.59552715177311,1.02500498861458,0.492587654217377,-1.30467260571689,-0.533418881867447,0.728652530064487,-0.948660216022145,-0.6569873746995,-1.65849497534229,1.37196737642773,1.73757207652101,-1.59220574356276,-1.12869142851181,-0.589287593981965,-2.55141179964378,-2.0254347348733,1.91760608175801,0.589768804744457,0.571487305602097,-1.15704923906656,0.500446876292822,1.73829828657417,-1.53462451580788,0.478562015805133,-1.89995331165146,-0.921073939748657,0.329798587708632,-0.908396471042461,0.511126809984473,-0.886266748783909,-1.92656500180647,-0.297334387676969,3.22882525076846,0.49601311565666,0.265650355243914,-0.0487370135628574,-0.179085869365801,0.299035009419489,0.303798744141835,1.40167780361143,"L2",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
-0.884230566975956,0.0157693075171474,0.492587654217377,-1.30467260571689,-0.533418881867447,-1.37196737642773,-0.948660216022145,1.52162360875998,0.602767879832543,1.37196737642773,-0.57533584563674,0.627863267069412,-1.12869142851181,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,0.571487305602097,0.459435181371333,0.500446876292822,-0.762475510984954,-0.460286635566091,0.478562015805133,0.526164245126141,1.0853498908815,0.329798587708632,1.10049689961122,0.511126809984473,1.12797586208861,-1.92656500180647,-0.297334387676969,-0.309613380210674,-2.01544569779478,0.265650355243914,-0.0487370135628574,-1.85965707749062,-1.35509123110318,-2.18041585872155,1.40167780361143,"L2",0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.24965918741549,-0.488848533031569,0.492587654217377,0.766236292246429,-0.533418881867447,0.728652530064487,1.05378878877394,-0.6569873746995,0.602767879832543,-0.728652530064487,-0.57533584563674,0.627863267069412,0.885704874465204,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,0.571487305602097,-1.15704923906656,0.500446876292822,1.73829828657417,0.614051244675697,-1.62212172984154,-1.89995331165146,-0.921073939748657,0.329798587708632,-0.908396471042461,0.511126809984473,-0.886266748783909,0.518896325357633,-0.297334387676969,-0.309613380210674,0.49601311565666,0.265650355243914,-0.0487370135628574,-0.179085869365801,-0.528028110841847,0.303798744141835,1.40167780361143,"L2",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.172933982178807,-0.993466373580285,0.492587654217377,-1.30467260571689,-0.533418881867447,-1.37196737642773,-0.948660216022145,-0.6569873746995,0.602767879832543,1.37196737642773,-0.57533584563674,0.627863267069412,-1.12869142851181,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,0.571487305602097,0.459435181371333,0.500446876292822,-0.762475510984954,-0.460286635566091,0.478562015805133,0.526164245126141,-0.921073939748657,0.329798587708632,-0.908396471042461,0.511126809984473,-0.886266748783909,0.518896325357633,-0.297334387676969,-0.309613380210674,-2.01544569779478,0.265650355243914,-0.0487370135628574,-0.179085869365801,-0.528028110841847,-0.524272790145961,1.40167780361143,"L1",0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.538362602618342,-1.498084214129,0.492587654217377,0.766236292246429,1.87411344814078,-1.37196737642773,-0.948660216022145,1.52162360875998,0.602767879832543,-0.728652530064487,1.73757207652101,-1.59220574356276,-1.12869142851181,1.69643398267535,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,0.571487305602097,0.459435181371333,0.500446876292822,0.904707020721129,-1.53462451580788,-0.571779857018204,0.526164245126141,1.0853498908815,0.329798587708632,1.10049689961122,0.511126809984473,-0.886266748783909,0.518896325357633,-0.297334387676969,-0.309613380210674,0.49601311565666,0.265650355243914,-0.0487370135628574,-1.85965707749062,-1.35509123110318,-0.524272790145961,1.40167780361143,"L2",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
-0.884230566975956,-0.993466373580285,0.492587654217377,0.766236292246429,-0.533418881867447,0.728652530064487,1.05378878877394,-0.6569873746995,0.602767879832543,-0.728652530064487,-0.57533584563674,0.627863267069412,0.885704874465204,-0.589287593981965,0.391817385237293,0.493566878649653,-0.521320572306233,0.589768804744457,0.571487305602097,-0.348807028847615,-1.09938329767025,2.57188955242721,-0.460286635566091,-1.62212172984154,0.526164245126141,-0.921073939748657,0.329798587708632,-0.908396471042461,0.511126809984473,-0.886266748783909,0.518896325357633,-0.297334387676969,-0.309613380210674,0.49601311565666,0.265650355243914,-0.0487370135628574,-1.01937147342821,1.12609812968083,0.303798744141835,1.40167780361143,"L2",0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
